paper_id	publication_year
905	2017
906	2017
907	2017
908	2017
909	2017
910	2017
911	2017
912	2017
913	2017
914	2017
915	2017
916	2017
917	2017
918	2017
919	2017
920	2017
921	2017
922	2017
923	2017
924	2017
925	2017
926	2017
927	2017
928	2017
929	2017
930	2017
931	2017
932	2017
933	2017
934	2017
935	2017
936	2017
937	2017
938	2017
939	2017
940	2017
941	2017
942	2017
943	2017
944	2017
945	2017
946	2017
947	2017
948	2017
949	2017
950	2017
951	2017
952	2017
953	2017
954	2017
955	2017
956	2017
957	2017
958	2017
959	2017
960	2017
961	2017
962	2017
963	2017
964	2017
965	2017
966	2017
967	2017
968	2017
969	2017
970	2017
971	2017
972	2017
973	2017
974	2017
975	2017
976	2017
977	2017
978	2017
979	2017
980	2017
981	2017
982	2017
983	2017
984	2017
985	2017
986	2017
987	2017
988	2017
989	2017
990	2017
991	2017
992	2017
993	2017
994	2017
995	2017
996	2017
997	2017
998	2017
999	2017
1000	2017
1001	2017
1002	2017
1003	2017
1004	2017
1005	2017
1006	2017
1007	2017
1008	2017
1009	2017
1010	2017
1011	2017
1012	2017
1013	2017
1014	2017
1015	2017
1016	2017
1017	2017
1018	2017
1019	2017
1020	2017
1021	2017
1022	2017
1023	2017
1024	2017
1025	2017
1026	2017
1027	2017
1028	2017
1029	2017
1030	2017
1031	2017
1032	2017
1033	2017
1034	2017
1035	2017
1036	2017
1037	2017
1038	2017
1039	2017
1040	2017
1041	2017
1042	2017
1043	2017
1044	2017
1045	2017
1046	2017
1047	2017
1048	2017
1049	2017
1050	2017
1051	2017
1052	2017
1053	2017
1054	2017
1055	2017
1056	2017
1057	2017
1058	2017
1059	2017
1060	2017
1061	2017
1062	2017
1063	2017
1064	2017
1065	2017
1066	2017
1067	2017
1068	2017
1069	2017
1070	2017
1071	2017
1072	2017
1073	2017
1074	2017
1075	2017
1076	2017
1077	2017
1078	2017
1079	2017
1080	2017
1081	2017
1082	2017
1083	2017
1084	2017
1085	2017
1086	2017
1087	2017
1088	2017
1089	2017
1090	2017
1091	2017
1092	2017
1093	2017
1094	2017
1095	2017
1096	2017
1097	2017
1098	2017
1099	2017
1100	2017
1101	2017
1102	2017
1103	2017
1104	2017
1105	2017
1106	2017
1107	2017
1108	2017
1109	2017
1110	2017
1111	2017
1112	2017
1113	2017
1114	2017
1115	2017
1116	2017
1117	2017
1118	2017
1119	2017
1120	2017
1121	2017
1122	2017
1123	2017
1124	2017
1125	2017
1126	2017
1127	2017
1128	2017
1129	2017
1130	2017
1131	2017
1132	2017
1133	2017
1134	2017
1135	2017
1136	2017
1137	2017
1138	2017
1139	2017
1140	2017
1141	2017
1142	2017
1143	2017
1144	2017
1145	2017
1146	2017
1147	2017
1148	2017
1149	2017
1150	2017
1151	2017
1152	2017
1153	2017
1154	2017
1155	2017
1156	2017
1157	2017
1158	2017
1159	2017
1160	2017
1161	2017
1162	2017
1163	2017
1164	2017
1165	2017
1166	2017
1167	2017
1168	2017
1169	2017
1170	2017
1171	2017
1172	2017
1173	2017
1174	2017
1175	2017
1176	2017
1177	2017
1178	2017
1179	2017
1180	2017
1181	2017
1182	2017
1183	2017
1184	2017
1185	2017
1186	2017
1187	2017
1188	2017
1189	2017
1190	2017
1191	2017
1192	2017
1193	2017
1194	2017
1195	2017
1196	2017
1197	2017
1198	2017
1199	2017
1200	2017
1201	2017
1202	2017
1203	2017
1204	2017
1205	2017
1206	2017
1207	2017
1208	2017
1209	2017
1210	2017
1211	2017
1212	2017
1213	2017
1214	2017
1215	2017
1216	2017
1217	2017
1218	2017
1219	2017
1220	2017
1221	2017
1222	2017
1223	2017
1224	2017
1225	2017
1226	2017
1227	2017
1228	2017
1229	2017
1230	2017
1231	2017
1232	2017
1233	2017
1234	2017
1235	2017
1236	2017
1237	2017
1238	2017
1239	2017
1240	2017
1241	2017
1242	2017
1243	2017
1244	2017
1245	2017
1246	2017
1247	2017
1248	2017
1249	2017
1250	2017
1251	2017
1252	2017
1253	2017
1254	2017
1255	2017
1256	2017
1257	2017
1258	2017
1259	2017
1260	2017
1261	2017
1262	2017
1263	2017
1264	2017
1265	2017
1266	2017
1267	2016
1268	2016
1269	2016
1270	2016
1271	2016
1272	2016
1273	2016
1274	2016
1275	2016
1276	2016
1277	2016
1278	2016
1279	2016
1280	2016
1281	2016
1282	2016
1283	2016
1284	2016
1285	2016
1286	2016
1287	2016
1288	2016
1289	2016
1290	2016
1291	2016
1292	2016
1293	2016
1294	2016
1295	2016
1296	2016
1297	2016
1298	2016
1299	2016
1300	2016
1301	2016
1302	2016
1303	2016
1304	2016
1305	2016
1306	2016
1307	2016
1308	2016
1309	2016
1310	2016
1311	2016
1312	2016
1313	2016
1314	2016
1315	2016
1316	2016
1317	2016
1318	2016
1319	2016
1320	2016
1321	2016
1322	2016
1323	2016
1324	2016
1325	2016
1326	2016
1327	2016
1328	2016
1329	2016
1330	2016
1331	2016
1332	2016
1333	2016
1334	2016
1335	2016
1336	2016
1337	2016
1338	2016
1339	2016
1340	2016
1341	2016
1342	2016
1343	2016
1344	2016
1345	2016
1346	2016
1347	2016
1348	2016
1349	2016
1350	2016
1351	2016
1352	2016
1353	2016
1354	2016
1355	2016
1356	2016
1357	2016
1358	2016
1359	2016
1360	2016
1361	2016
1362	2016
1363	2016
1364	2016
1365	2016
1366	2016
1367	2016
1368	2016
1369	2016
1370	2016
1371	2016
1372	2016
1373	2016
1374	2016
1375	2016
1376	2016
1377	2016
1378	2016
1379	2016
1380	2016
1381	2016
1382	2016
1383	2016
1384	2016
1385	2016
1386	2016
1387	2016
1388	2016
1389	2016
1390	2016
1391	2016
1392	2016
1393	2016
1394	2016
1395	2016
1396	2016
1397	2016
1398	2016
1399	2016
1400	2016
1401	2016
1402	2016
1403	2016
1404	2016
1405	2016
1406	2016
1407	2016
1408	2016
1409	2016
1410	2016
1411	2016
1412	2016
1413	2016
1414	2016
1415	2016
1416	2016
1417	2016
1418	2016
1419	2016
1420	2016
1421	2016
1422	2016
1423	2016
1424	2016
1425	2016
1426	2016
1427	2016
1428	2016
1429	2016
1430	2016
1431	2016
1432	2016
1433	2016
1434	2016
1435	2016
1436	2016
1437	2016
1438	2016
1439	2016
1440	2016
1441	2016
1442	2016
1443	2016
1444	2016
1445	2016
1446	2016
1447	2016
1448	2016
1449	2016
1450	2016
1451	2016
1452	2016
1453	2016
1454	2016
1455	2016
1456	2016
1457	2016
1458	2016
1459	2016
1460	2016
1461	2016
1462	2016
1463	2016
1464	2016
1465	2016
1466	2016
1467	2016
1468	2016
1469	2016
1470	2016
1471	2016
1472	2016
1473	2016
1474	2016
1475	2016
1476	2016
1477	2016
1478	2016
1479	2016
1480	2016
1481	2016
1482	2016
1483	2016
1484	2016
1485	2016
1486	2016
1487	2016
1488	2016
1489	2016
1490	2016
1491	2016
1492	2016
1493	2016
1494	2016
1495	2016
1496	2016
1497	2016
1498	2016
1499	2016
1500	2016
1501	2016
1502	2016
1503	2016
1504	2016
1505	2016
1506	2016
1507	2016
1508	2016
1509	2016
1510	2016
1511	2016
1512	2016
1513	2016
1514	2016
1515	2016
1516	2016
1517	2016
1518	2016
1519	2016
1520	2016
1521	2016
1522	2016
1523	2016
1524	2016
1525	2016
1526	2016
1527	2016
1528	2016
1529	2016
1530	2016
1531	2016
1532	2016
1533	2016
1534	2016
1535	2016
1536	2016
1537	2016
1538	2016
1539	2016
1540	2016
1541	2016
1542	2016
1543	2016
1544	2016
1545	2016
1546	2016
1547	2016
1548	2016
1549	2016
1550	2016
1551	2016
1552	2016
1553	2016
1554	2016
1555	2016
1556	2016
1557	2016
1558	2016
1559	2016
1560	2016
1561	2016
1562	2016
1563	2016
1564	2016
1565	2016
1566	2016
1567	2016
1568	2016
1569	2016
1570	2016
1571	2016
1572	2016
1573	2016
1574	2016
1575	2016
1576	2016
1577	2016
1578	2016
1579	2016
1580	2016
1581	2016
1582	2016
1583	2016
1584	2016
1585	2016
1586	2016
1587	2016
1588	2016
1589	2016
1590	2016
1591	2016
1592	2016
1593	2016
1594	2016
1595	2016
1596	2016
1597	2016
1598	2016
1599	2016
1600	2016
1601	2016
1602	2016
1603	2016
1604	2016
1605	2016
1606	2016
1607	2016
1608	2016
1609	2016
1610	2016
1611	2016
1612	2016
1613	2016
1614	2016
1615	2016
1616	2016
1617	2016
1618	2016
1619	2016
1620	2016
1621	2016
1622	2016
1623	2016
1624	2016
1625	2016
1626	2016
1627	2016
1628	2016
1629	2016
1630	2016
1631	2016
1632	2016
1633	2016
1634	2016
1635	2016
1636	2016
1637	2016
1638	2016
1639	2016
1640	2016
1641	2016
1642	2016
1643	2016
1644	2016
1645	2016
1646	2016
1647	2016
1648	2016
1649	2016
1650	2016
1651	2016
1652	2016
1653	2016
1654	2016
1655	2016
1656	2016
1657	2016
1658	2016
1659	2016
1660	2016
1661	2016
1662	2016
1663	2016
1664	2016
1665	2016
1666	2016
1667	2016
1668	2016
1669	2016
1670	2016
1671	2016
1672	2016
1673	2016
1674	2016
1675	2016
1676	2016
1677	2016
1678	2016
1679	2016
1680	2016
1681	2016
1682	2016
1683	2016
1684	2016
1685	2016
1686	2016
1687	2016
1688	2016
1689	2016
1690	2016
1691	2016
1692	2016
1693	2016
1694	2016
1695	2016
1696	2016
1697	2016
1698	2016
1699	2016
1700	2016
1701	2016
1702	2016
1703	2016
1704	2016
1705	2016
1706	2016
1707	2016
1708	2016
1709	2016
1710	2016
1711	2016
1712	2016
1713	2016
1714	2016
1715	2016
1716	2016
1717	2016
1718	2016
1719	2016
1720	2016
1721	2016
1722	2016
1723	2016
1724	2016
1725	2016
1726	2016
1727	2016
1728	2016
1729	2016
1730	2016
1731	2016
1732	2016
1733	2016
1734	2016
1735	2016
1736	2016
1737	2016
1738	2016
1739	2016
1740	2016
1741	2016
1742	2016
1743	2016
1744	2016
1745	2016
1746	2016
1747	2016
1748	2016
1749	2016
1750	2016
1751	2016
1752	2016
1753	2016
1754	2016
1755	2016
1756	2016
1757	2016
1758	2016
1759	2016
1760	2016
1761	2016
1762	2016
1763	2016
1764	2016
1765	2016
1766	2016
1767	2016
1768	2016
1769	2016
1770	2016
1771	2016
1772	2016
1773	2016
1774	2016
1775	2016
1776	2016
1777	2016
1778	2016
1779	2016
1780	2016
1781	2016
1782	2016
1783	2016
1784	2016
1785	2016
1786	2016
1787	2016
1788	2016
1789	2016
1790	2016
1791	2016
1792	2016
1793	2016
1794	2016
1795	2016
1796	2016
1797	2016
1798	2016
1799	2016
1800	2016
1801	2016
1802	2016
1803	2016
1804	2016
1805	2016
1806	2016
1807	2016
1808	2016
1809	2016
1810	2016
1811	2019
1812	2019
1813	2019
1814	2019
1815	2019
1816	2019
1817	2019
1818	2019
1819	2019
1820	2019
1821	2019
1822	2019
1823	2019
1824	2019
1825	2019
1826	2019
1827	2019
1828	2019
1829	2019
1830	2019
1831	2019
1832	2019
1833	2019
1834	2019
1835	2019
1836	2019
1837	2019
1838	2019
1839	2019
1840	2019
1841	2019
1842	2019
1843	2019
1844	2019
1845	2019
1846	2019
1847	2019
1848	2019
1849	2019
1850	2019
1851	2019
1852	2019
1853	2019
1854	2019
1855	2019
1856	2019
1857	2019
1858	2019
1859	2019
1860	2019
1861	2019
1862	2019
1863	2019
1864	2019
1865	2019
1866	2019
1867	2019
1868	2019
1869	2019
1870	2019
1871	2019
1872	2019
1873	2019
1874	2019
1875	2019
1876	2019
1877	2019
1878	2019
1879	2019
1880	2019
1881	2019
1882	2019
1883	2019
1884	2019
1885	2019
1886	2019
1887	2019
1888	2019
1889	2019
1890	2019
1891	2019
1892	2019
1893	2019
1894	2019
1895	2019
1896	2019
1897	2019
1898	2019
1899	2019
1900	2019
1901	2019
1902	2019
1903	2019
1904	2019
1905	2019
1906	2019
1907	2019
1908	2019
1909	2019
1910	2019
1911	2019
1912	2019
1913	2019
1914	2019
1915	2019
1916	2019
1917	2019
1918	2019
1919	2019
1920	2019
1921	2019
1922	2019
1923	2019
1924	2019
1925	2019
1926	2019
1927	2019
1928	2019
1929	2019
1930	2019
1931	2019
1932	2019
1933	2019
1934	2019
1935	2019
1936	2019
1937	2019
1938	2019
1939	2019
1940	2019
1941	2019
1942	2019
1943	2019
1944	2019
1945	2019
1946	2019
1947	2019
1948	2019
1949	2019
1950	2019
1951	2019
1952	2019
1953	2019
1954	2019
1955	2019
1956	2019
1957	2019
1958	2019
1959	2019
1960	2019
1961	2019
1962	2019
1963	2019
1964	2019
1965	2019
1966	2019
1967	2019
1968	2019
1969	2019
1970	2019
1971	2019
1972	2019
1973	2019
1974	2019
1975	2019
1976	2019
1977	2019
1978	2019
1979	2019
1980	2019
1981	2019
1982	2019
1983	2019
1984	2019
1985	2019
1986	2019
1987	2019
1988	2019
1989	2019
1990	2019
1991	2019
1992	2019
1993	2019
1994	2019
1995	2019
1996	2019
1997	2019
1998	2019
1999	2019
2000	2019
2001	2019
2002	2019
2003	2019
2004	2019
2005	2019
2006	2019
2007	2019
2008	2019
2009	2019
2010	2019
2011	2019
2012	2019
2013	2019
2014	2019
2015	2019
2016	2019
2017	2019
2018	2019
2019	2019
2020	2019
2021	2019
2022	2019
2023	2019
2024	2019
2025	2019
2026	2019
2027	2019
2028	2019
2029	2019
2030	2019
2031	2019
2032	2019
2033	2019
2034	2019
2035	2019
2036	2019
2037	2019
2038	2019
2039	2019
2040	2019
2041	2019
2042	2019
2043	2019
2044	2019
2045	2019
2046	2019
2047	2019
2048	2019
2049	2019
2050	2019
2051	2019
2052	2019
2053	2019
2054	2019
2055	2019
2056	2019
2057	2019
2058	2019
2059	2019
2060	2019
2061	2019
2062	2019
2063	2019
2064	2019
2065	2019
2066	2019
2067	2019
2068	2019
2069	2019
2070	2019
2071	2019
2072	2019
2073	2019
2074	2019
2075	2019
2076	2019
2077	2019
2078	2019
2079	2019
2080	2019
2081	2019
2082	2019
2083	2019
2084	2019
2085	2019
2086	2019
2087	2019
2088	2019
2089	2019
2090	2019
2091	2019
2092	2019
2093	2019
2094	2019
2095	2019
2096	2019
2097	2019
2098	2019
2099	2019
2100	2019
2101	2019
2102	2019
2103	2019
2104	2019
2105	2019
2106	2019
2107	2019
2108	2019
2109	2019
2110	2019
2111	2019
2112	2019
2113	2019
2114	2019
2115	2019
2116	2019
2117	2019
2118	2019
2119	2019
2120	2019
2121	2019
2122	2019
2123	2019
2124	2019
2125	2019
2126	2019
2127	2019
2128	2019
2129	2019
2130	2019
2131	2019
2132	2019
2133	2019
2134	2019
2135	2019
2136	2019
2137	2019
2138	2019
2139	2019
2140	2019
2141	2019
2142	2019
2143	2019
2144	2019
2145	2019
2146	2019
2147	2019
2148	2019
2149	2019
2150	2019
2151	2019
2152	2019
2153	2019
2154	2019
2155	2019
2156	2019
2157	2019
2158	2019
2159	2019
2160	2019
2161	2019
2162	2019
2163	2019
2164	2019
2165	2019
2166	2019
2167	2019
2168	2019
2169	2019
2170	2019
2171	2019
2172	2019
2173	2019
2174	2019
2175	2019
2176	2019
2177	2019
2178	2019
2179	2019
2180	2019
2181	2019
2182	2019
2183	2019
2184	2019
2185	2019
2186	2019
2187	2019
2188	2019
2189	2019
2190	2019
2191	2019
2192	2019
2193	2019
2194	2019
2195	2019
2196	2019
2197	2019
2198	2019
2199	2019
2200	2019
2201	2019
2202	2019
2203	2019
2204	2019
2205	2019
2206	2019
2207	2019
2208	2019
2209	2019
2210	2019
2211	2019
2212	2019
2213	2019
2214	2019
2215	2019
2216	2019
2217	2019
2218	2019
2219	2019
2220	2019
2221	2019
2222	2019
2223	2019
2224	2019
2225	2019
2226	2019
2227	2019
2228	2019
2229	2019
2230	2019
2231	2019
2232	2019
2233	2019
2234	2019
2235	2019
2236	2019
2237	2019
2238	2019
2239	2019
2240	2019
2241	2019
2242	2019
2243	2019
2244	2019
2245	2019
2246	2019
2247	2019
2248	2019
2249	2019
2250	2019
2251	2019
2252	2019
2253	2019
2254	2019
2255	2019
2256	2019
2257	2019
2258	2019
2259	2019
2260	2019
2261	2019
2262	2019
2263	2019
2264	2019
2265	2019
2266	2019
2267	2019
2268	2019
2269	2019
2270	2019
2271	2019
2272	2019
2273	2019
2274	2019
2275	2019
2276	2019
2277	2019
2278	2019
2279	2019
2280	2019
2281	2019
2282	2019
2283	2019
2284	2019
2285	2019
2286	2019
2287	2019
2288	2019
2289	2019
2290	2019
2291	2019
2292	2019
2293	2019
2294	2019
2295	2019
2296	2019
2297	2019
2298	2019
2299	2019
2300	2019
2301	2019
2302	2019
2303	2019
2304	2019
2305	2019
2306	2019
2307	2019
2308	2019
2309	2019
2310	2019
2311	2019
2312	2019
2313	2019
2314	2019
2315	2019
2316	2019
2317	2019
2318	2019
2319	2019
2320	2019
2321	2019
2322	2019
2323	2019
2324	2019
2325	2019
2326	2019
2327	2019
2328	2019
2329	2019
2330	2019
2331	2019
2332	2019
2333	2019
2334	2019
2335	2019
2336	2019
2337	2019
2338	2019
2339	2019
2340	2019
2341	2019
2342	2019
2343	2019
2344	2019
2345	2019
2346	2019
2347	2019
2348	2019
2349	2019
2350	2019
2351	2019
2352	2019
2353	2019
2354	2019
2355	2019
2356	2019
2357	2019
2358	2019
2359	2019
2360	2019
2361	2019
2362	2019
2363	2019
2364	2019
2365	2019
2366	2019
2367	2019
2368	2019
2369	2019
2370	2019
2371	2019
2372	2019
2373	2019
2374	2019
2375	2019
2376	2019
2377	2019
2378	2019
2379	2019
2380	2019
2381	2019
2382	2019
2383	2019
2384	2019
2385	2019
2386	2019
2387	2019
2388	2019
2389	2019
2390	2019
2391	2019
2392	2019
2393	2019
2394	2019
2395	2019
2396	2019
2397	2019
2398	2019
2399	2019
2400	2019
2401	2019
2402	2019
2403	2019
2404	2019
2405	2019
2406	2019
2407	2019
2408	2019
2409	2019
2410	2019
2411	2019
2412	2019
2413	2019
2414	2019
2415	2019
2416	2019
2417	2019
2418	2019
2419	2019
2420	2019
2421	2019
2422	2019
2423	2019
2424	2019
2425	2019
2426	2019
2427	2019
2428	2019
2429	2019
2430	2019
2431	2019
2432	2019
2433	2019
2434	2019
2435	2019
2436	2019
2437	2019
2438	2019
2439	2019
2440	2019
2441	2019
2442	2019
2443	2019
2444	2019
2445	2019
2446	2019
2447	2019
2448	2019
2449	2019
2450	2019
2451	2019
2452	2019
2453	2019
2454	2019
2455	2019
2456	2019
2457	2019
2458	2019
2459	2019
2460	2019
2461	2019
2462	2019
2463	2019
2464	2019
2465	2019
2466	2019
2467	2019
2468	2019
2469	2019
2470	2019
2471	2019
2472	2019
2473	2019
2474	2019
2475	2019
2476	2019
2477	2019
2478	2019
2479	2019
2480	2019
2481	2019
2482	2019
2483	2019
2484	2019
2485	2019
2486	2019
2487	2019
2488	2019
2489	2019
2490	2019
2491	2019
2492	2019
2493	2019
2494	2019
2495	2019
2496	2019
